Version,CommitId,Fichier,ContientBogue,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,CommitsChanged,CommitsBeforeVersion
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractMapOperator.java,False,7,0,6,1,2,,,,2.0,0.0,1.0,14,16.0,7.0,16,0.0,1.0,2.0,13,,179,30,100,50.0,43,49,,55,75.0,44.0,39,6,,2,,0.0,49,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractMessageHandler.java,False,3,0,3,0,1,,,,1.0,0.0,0.0,3,3.0,4.0,3,0.0,0.0,0.0,3,,48,7,24,19.0,7,17,,15,19.0,16.0,7,1,,0,,0.0,71,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractMetaStoreService.java,False,10,0,4,6,1,,,,1.0,0.0,0.0,12,12.0,4.0,12,0.0,0.0,1.0,11,,173,16,69,35.0,23,88,,37,54.0,35.0,22,3,,1,,1.0,28,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractOperatorBench.java,False,0,0,0,0,0,,,,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,,34,4,15,14.0,0,15,,8,9.0,9.0,0,0,,0,,1.0,0,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractOperatorDesc.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,23,23.0,9.0,23,0.0,0.0,0.0,23,,168,33,107,57.0,29,28,,38,64.0,39.0,26,2,,1,,0.0,26,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractOutputFormat.java,False,12,1,11,0,2,,,,1.0,0.0,0.0,4,4.0,0.0,4,3.0,0.0,0.0,1,,50,8,17,8.0,8,25,,11,14.0,8.0,7,2,,1,,1.0,47,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractParquetMapInspector.java,False,10,1,9,0,3,,,,1.0,0.0,0.0,13,13.0,2.0,13,0.0,0.0,0.0,13,,172,26,133,47.0,68,13,,56,89.0,36.0,58,10,,2,,0.0,10,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractPrimitiveJavaObjectInspector.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,5,5.0,0.0,5,0.0,0.0,2.0,3,,49,6,23,12.0,5,20,,7,13.0,8.0,5,1,,0,,0.0,87,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractPrimitiveLazyObjectInspector.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,2.0,2,,48,6,22,13.0,4,20,,9,14.0,10.0,4,2,,0,,0.0,91,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractPrimitiveObjectInspector.java,False,7,0,4,3,1,,,,1.0,0.0,0.0,10,10.0,1.0,10,0.0,0.0,2.0,8,,107,13,46,25.0,10,48,,15,26.0,16.0,10,1,,0,,1.0,4,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractPrimitiveWritableObjectInspector.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,2.0,2,,46,6,20,11.0,4,20,,6,11.0,7.0,4,1,,0,,1.0,0,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractRecordWriter.java,False,14,0,12,1,3,,,,3.0,1.0,1.0,21,20.0,15.0,21,3.0,4.0,7.0,7,,334,29,246,101.0,125,61,,130,171.0,94.0,93,9,,3,,0.0,25,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractRowContainer.java,False,0,0,0,0,0,,,,2.0,0.0,0.0,8,8.0,0.0,8,0.0,0.0,0.0,8,,59,10,14,12.0,0,35,,10,12.0,12.0,0,0,,0,,2.0,50,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractSMBJoinProc.java,False,41,4,27,10,4,,,,1.0,0.0,0.0,12,12.0,0.0,12,0.0,2.0,7.0,3,,537,61,335,134.0,201,141,,175,227.0,109.0,163,12,,3,,0.0,42,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractSSHCommand.java,False,3,0,3,0,1,,,,1.0,0.0,0.0,11,11.0,7.0,11,0.0,0.0,0.0,11,,70,4,48,22.0,15,18,,23,35.0,21.0,14,1,,0,,0.0,38,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractSSHResult.java,False,5,0,5,0,1,,,,1.0,0.0,0.0,7,7.0,6.0,7,0.0,0.0,0.0,7,,62,2,42,22.0,12,18,,19,27.0,15.0,12,1,,0,,0.0,43,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractSemanticAnalyzerHook.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,37,6,14,10.0,1,17,,5,8.0,7.0,1,1,,0,,1.0,21,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractSerDe.java,False,11,0,4,8,1,,,,1.0,0.0,0.0,9,9.0,1.0,9,0.0,0.0,0.0,9,,127,15,30,22.0,4,83,,17,21.0,18.0,3,2,,0,,2.0,77,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractSerializer.java,False,0,0,0,0,0,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,0.0,4,,65,8,12,11.0,0,45,,9,10.0,10.0,0,0,,0,,3.0,75,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractService.java,False,9,0,5,4,1,,,,1.0,0.0,1.0,13,13.0,5.0,13,0.0,2.0,1.0,10,,193,23,83,36.0,32,87,,35,54.0,27.0,29,2,,1,,1.0,5,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractStorageFormatDescriptor.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,1,1.0,0.0,1,0.0,0.0,0.0,1,,28,4,7,4.0,1,17,,2,4.0,3.0,1,1,,0,,2.0,43,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractTestAuthorizationApiAuthorizer.java,False,9,0,9,1,1,,,,11.0,1.0,3.0,21,20.0,0.0,21,0.0,1.0,1.0,19,,223,23,163,66.0,83,37,,73,100.0,57.0,55,6,,2,,0.0,23,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractTestGenericUDFOPNumeric.java,False,12,1,9,2,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,56,6,30,22.0,11,20,,19,22.0,19.0,8,1,,0,,0.0,67,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractTestParquetDirect.java,False,7,0,6,0,1,,,,3.0,7.0,2.0,14,7.0,5.0,14,0.0,1.0,0.0,13,,173,27,128,75.0,50,19,,76,95.0,65.0,42,3,,2,,0.0,15,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractTestPhase.java,False,10,0,10,0,1,,,,1.0,3.0,12.0,6,3.0,17.0,6,2.0,1.0,2.0,1,,140,12,109,60.0,56,19,,81,89.0,59.0,33,2,,1,,0.0,17,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AbstractVectorDesc.java,False,3,0,3,0,1,,,,1.0,0.0,1.0,3,3.0,1.0,3,0.0,0.0,0.0,3,,39,7,15,8.0,4,17,,6,10.0,7.0,3,1,,0,,1.0,13,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloCompositeRowId.java,False,13,3,7,3,1,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,0.0,0.0,3,,95,15,32,20.0,12,48,,23,28.0,20.0,13,2,,1,,1.0,50,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloConnectionParameters.java,False,8,1,6,1,2,,,,1.0,0.0,8.0,16,16.0,2.0,16,2.0,0.0,0.0,14,,197,34,124,49.0,64,39,,66,93.0,49.0,51,4,,2,,0.0,31,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloDefaultIndexScanner.java,False,10,1,7,2,2,,,,1.0,0.0,1.0,13,13.0,8.0,13,0.0,0.0,2.0,11,,222,29,130,58.0,60,63,,77,101.0,57.0,53,7,,4,,0.0,48,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloHiveConstants.java,False,0,0,0,0,0,,,,1.0,0.0,11.0,0,0.0,0.0,0,0.0,0.0,0.0,0,,42,7,14,13.0,10,21,,9,10.0,10.0,5,0,,0,,1.0,50,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloHiveRow.java,False,8,0,8,0,2,,,,2.0,0.0,0.0,21,21.0,5.0,21,0.0,0.0,0.0,21,,247,36,185,63.0,97,26,,93,143.0,62.0,93,10,,3,,0.0,14,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloIndexDefinition.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,9,9.0,3.0,9,0.0,1.0,0.0,8,,79,14,45,18.0,16,20,,19,33.0,19.0,16,4,,3,,0.0,44,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloIndexLexicoder.java,False,12,0,12,0,5,,,,1.0,4.0,5.0,5,1.0,0.0,5,0.0,1.0,0.0,4,,109,13,74,22.0,49,22,,35,45.0,22.0,29,9,,1,,0.0,30,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloIndexParameters.java,False,7,0,7,0,2,,,,1.0,0.0,6.0,7,7.0,1.0,7,0.0,0.0,0.0,7,,100,14,66,29.0,33,20,,35,50.0,30.0,25,4,,2,,0.0,30,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloIndexScanner.java,False,0,0,0,0,0,,,,1.0,0.0,0.0,3,3.0,0.0,3,3.0,0.0,0.0,0,,56,8,9,8.0,0,39,,7,8.0,8.0,0,0,,0,,4.0,33,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloIndexScannerException.java,False,3,0,3,0,1,,,,1.0,0.0,1.0,3,3.0,0.0,3,0.0,0.0,0.0,3,,39,6,13,6.0,4,20,,5,9.0,6.0,3,1,,0,,1.0,54,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloIndexedOutputFormat.java,False,16,1,14,0,3,,,,2.0,6.0,3.0,15,9.0,11.0,15,1.0,3.0,4.0,7,,326,40,261,90.0,156,25,,142,195.0,91.0,123,13,,6,,0.0,10,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloPredicateHandler.java,False,20,2,13,5,3,,,,1.0,1.0,6.0,16,15.0,0.0,16,0.0,2.0,1.0,13,,443,51,288,134.0,164,104,,170,214.0,120.0,132,7,,2,,0.0,36,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloQTestUtil.java,False,7,1,7,0,2,,,,1.0,0.0,0.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,44,5,19,9.0,7,20,,9,13.0,7.0,6,2,,1,,1.0,5,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloRangeGenerator.java,False,21,2,16,4,4,,,,1.0,0.0,1.0,14,14.0,4.0,14,0.0,2.0,8.0,4,,383,45,272,88.0,159,76,,135,203.0,86.0,131,13,,6,,0.0,28,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloRowIdFactory.java,False,0,0,0,0,0,,,,1.0,0.0,0.0,5,5.0,0.0,5,0.0,0.0,0.0,5,,67,8,19,18.0,0,40,,15,16.0,16.0,0,0,,0,,2.0,11,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloRowSerializer.java,False,28,3,19,6,4,,,,1.0,0.0,1.0,11,11.0,6.0,11,0.0,0.0,9.0,2,,381,45,247,92.0,152,89,,141,180.0,85.0,120,15,,4,,0.0,36,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloSerDe.java,False,8,1,7,0,1,,,,1.0,0.0,1.0,11,11.0,4.0,11,0.0,0.0,2.0,9,,157,26,108,53.0,48,23,,58,75.0,49.0,35,3,,2,,0.0,21,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloSerDeParameters.java,False,9,1,6,1,2,,,,1.0,2.0,16.0,24,22.0,6.0,24,0.0,0.0,3.0,21,,311,60,198,92.0,101,53,,113,153.0,89.0,84,4,,2,,0.0,27,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloStorageHandler.java,False,16,2,12,1,3,,,,1.0,0.0,2.0,25,25.0,4.0,25,0.0,1.0,6.0,18,,496,78,361,140.0,201,57,,173,242.0,119.0,165,11,,4,,0.0,16,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AccumuloTestSetup.java,False,17,2,14,1,2,,,,1.0,0.0,2.0,5,5.0,1.0,5,0.0,0.0,2.0,3,,140,20,96,48.0,55,24,,70,83.0,48.0,41,3,,2,,0.0,25,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AcidCompactionHistoryService.java,False,8,0,8,0,2,,,,1.0,0.0,1.0,4,4.0,2.0,4,0.0,0.0,0.0,4,,71,8,43,21.0,18,20,,21,28.0,17.0,13,3,,1,,0.0,47,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AcidEventListener.java,False,12,1,11,1,2,,,,1.0,0.0,0.0,8,8.0,2.0,8,0.0,1.0,0.0,7,,146,15,105,47.0,53,26,,53,71.0,40.0,41,3,,1,,0.0,25,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AcidHouseKeeperService.java,False,8,0,8,0,2,,,,1.0,0.0,1.0,4,4.0,2.0,4,0.0,0.0,0.0,4,,71,8,42,21.0,17,21,,21,28.0,17.0,13,3,,1,,0.0,50,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AcidInputFormat.java,False,6,0,5,1,1,,,,6.0,0.0,0.0,18,18.0,5.0,18,6.0,0.0,0.0,12,,251,16,105,59.0,26,130,,52,74.0,48.0,27,2,,1,,1.0,24,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AcidOpenTxnsCounterService.java,False,8,0,8,0,2,,,,1.0,0.0,1.0,4,4.0,4.0,4,0.0,0.0,0.0,4,,72,7,44,22.0,18,21,,22,29.0,18.0,13,3,,2,,0.0,48,2,92
3.1.2,8190d2be7b7165effa62bd21b7d60ef81fb0e4af,AcidOutputFormat.java,False,6,0,4,3,1,,,,2.0,0.0,0.0,37,37.0,17.0,37,2.0,0.0,0.0,35,,341,36,170,71.0,66,136,,85,125.0,68.0,57,3,,1,,0.0,80,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,ACLConfigurationParser.java,False,11,0,11,0,3,,,,1.0,0.0,3.0,10,10.0,2.0,10,0.0,3.0,0.0,7,,167,22,125,38.0,70,20,,57,89.0,37.0,58,11,,3,,0.0,16,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AMReporter.java,False,12,0,11,1,2,,,,10.0,0.0,1.0,39,39.0,33.0,39,11.0,2.0,4.0,22,,604,69,475,179.0,248,60,,231,319.0,162.0,190,7,,3,,0.0,13,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,ASTBuilder.java,False,17,1,16,1,5,,,,1.0,14.0,1.0,19,4.0,1.0,18,0.0,0.0,0.0,18,,395,37,326,72.0,246,32,,150,184.0,68.0,132,66,,2,,0.0,10,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,ASTConverter.java,False,18,1,15,2,4,,,,8.0,2.0,2.0,41,39.0,26.0,41,12.0,9.0,3.0,17,,931,106,726,254.0,457,99,,383,559.0,263.0,369,20,,5,,0.0,14,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,ASTErrorNode.java,False,2,0,2,0,1,,,,1.0,0.0,1.0,5,5.0,1.0,5,0.0,0.0,0.0,5,,49,8,21,18.0,6,20,,12,18.0,13.0,5,1,,0,,0.0,95,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,ASTNode.java,False,10,1,8,1,2,,,,1.0,0.0,1.0,26,26.0,7.0,26,0.0,8.0,0.0,18,,349,52,240,75.0,133,57,,123,178.0,67.0,129,11,,4,,0.0,24,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,ASTNodeOrigin.java,False,7,0,4,3,1,,,,1.0,0.0,0.0,6,6.0,5.0,6,0.0,0.0,0.0,6,,95,9,31,14.0,10,55,,16,23.0,13.0,10,1,,0,,1.0,77,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,ATSHook.java,False,19,1,16,2,2,,,,10.0,1.0,11.0,15,24.0,29.0,25,3.0,4.0,2.0,16,,480,47,388,148.0,255,54,,229,291.0,139.0,204,10,,3,,0.0,14,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbortDroneException.java,False,3,0,3,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,29,1,10,5.0,3,18,,4,7.0,5.0,2,1,,0,,1.0,80,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbortTxnEvent.java,False,8,0,4,4,1,,,,1.0,0.0,0.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,51,6,16,10.0,3,29,,8,11.0,8.0,3,1,,0,,1.0,81,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbortTxnHandler.java,False,5,0,5,0,1,,,,1.0,0.0,0.0,3,3.0,0.0,3,1.0,0.0,0.0,2,,42,5,20,11.0,6,17,,10,14.0,9.0,6,1,,0,,0.0,85,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbortTxnMessage.java,False,3,0,3,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,36,5,7,4.0,1,24,,3,5.0,4.0,1,1,,0,,3.0,43,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbortTxnRequest.java,False,8,0,8,1,2,,,,6.0,3.0,8.0,41,40.0,7.0,43,1.0,2.0,0.0,40,,497,73,397,118.0,217,33,,186,278.0,104.0,188,8,,3,,0.0,8,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbortTxnsDesc.java,False,5,0,3,2,1,,,,1.0,0.0,1.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,36,0,13,8.0,3,23,,7,10.0,8.0,2,1,,0,,1.0,77,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbortTxnsRequest.java,False,8,0,7,0,2,,,,6.0,3.0,5.0,39,38.0,4.0,41,1.0,2.0,0.0,38,,438,67,346,110.0,164,28,,154,236.0,101.0,149,6,,4,,0.0,8,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractBucketJoinProc.java,False,39,3,32,3,7,,,,1.0,2.0,0.0,12,10.0,1.0,12,0.0,4.0,3.0,5,,521,52,401,157.0,239,69,,197,287.0,139.0,208,27,,6,,0.0,17,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractCliConfig.java,False,7,0,6,0,2,,,,6.0,0.0,2.0,39,41.0,19.0,41,0.0,3.0,13.0,25,,409,61,320,111.0,153,28,,139,225.0,109.0,135,8,,4,,0.0,9,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractCommandHandler.java,False,7,0,7,0,2,,,,1.0,0.0,0.0,8,8.0,6.0,8,0.0,0.0,0.0,8,,110,18,67,30.0,26,25,,31,46.0,24.0,24,5,,2,,0.0,37,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractConstraintEventHandler.java,False,6,0,6,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,2.0,0.0,0.0,0,,36,3,16,6.0,7,17,,5,8.0,6.0,2,1,,0,,1.0,6,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractCoreBlobstoreCliDriver.java,False,16,1,14,1,2,,,,2.0,0.0,5.0,8,8.0,0.0,8,0.0,1.0,1.0,6,,187,22,139,58.0,81,27,,80,99.0,47.0,65,6,,2,,0.0,19,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractCorrelationProcCtx.java,False,5,0,5,0,2,,,,1.0,0.0,1.0,8,8.0,5.0,8,0.0,0.0,0.0,8,,99,14,63,28.0,23,23,,35,49.0,29.0,22,5,,3,,0.0,37,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractDeserializer.java,False,0,0,0,0,0,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,0.0,4,,68,8,11,10.0,0,49,,9,10.0,10.0,0,0,,0,,4.0,45,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractEncodingAwareSerDe.java,False,8,0,8,0,2,,,,1.0,0.0,1.0,7,7.0,1.0,7,0.0,0.0,4.0,3,,87,12,43,27.0,11,32,,23,30.0,21.0,11,2,,1,,0.0,74,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractEventHandler.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,2.0,3,1.0,0.0,0.0,2,,46,6,23,15.0,5,17,,13,17.0,13.0,5,1,,0,,0.0,74,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractExpression.java,False,9,0,9,0,2,,,,1.0,0.0,1.0,13,13.0,2.0,13,0.0,0.0,11.0,2,,169,17,139,65.0,68,13,,98,124.0,66.0,76,3,,2,,0.0,9,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractFileMergeOperator.java,False,21,1,16,5,4,,,,1.0,1.0,3.0,14,13.0,17.0,14,0.0,2.0,6.0,6,,381,30,258,82.0,153,97,,132,182.0,74.0,127,14,,6,,0.0,38,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractFilterStringColLikeStringScalar.java,False,14,1,11,1,3,,,,10.0,0.0,1.0,28,28.0,20.0,28,9.0,1.0,1.0,17,,517,66,346,112.0,191,107,,178,258.0,116.0,151,23,,5,,0.0,31,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractGenericUDAFResolver.java,False,9,1,8,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,57,6,24,13.0,6,27,,6,10.0,6.0,4,2,,1,,1.0,13,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractGenericUDFReflect.java,False,15,0,14,1,3,,,,1.0,0.0,0.0,5,5.0,4.0,5,3.0,0.0,1.0,1,,108,11,71,25.0,37,26,,40,54.0,27.0,29,6,,3,,0.0,37,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractHBaseKeyFactory.java,False,5,0,5,0,1,,,,1.0,0.0,0.0,3,3.0,3.0,3,0.0,0.0,0.0,3,,53,8,28,19.0,5,17,,17,21.0,16.0,5,1,,0,,0.0,61,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractHBaseKeyPredicateDecomposer.java,False,16,2,12,3,2,,,,1.0,0.0,1.0,3,3.0,0.0,3,0.0,0.0,2.0,1,,80,10,38,19.0,18,32,,25,30.0,18.0,16,3,,2,,0.0,84,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractHCatLoaderTest.java,False,23,1,20,2,2,,,,2.0,8.0,13.0,28,20.0,2.0,28,5.0,7.0,0.0,16,,755,69,618,205.0,454,83,,425,487.0,192.0,363,6,,4,,0.0,13,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractHCatStorerTest.java,False,27,2,23,2,2,,,,2.0,1.0,3.0,35,34.0,1.0,35,6.0,0.0,0.0,29,,1014,101,817,233.0,636,104,,537,611.0,214.0,466,11,,2,,0.0,13,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractHiveAuthorizer.java,False,6,0,4,2,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,52,4,11,6.0,2,37,,3,6.0,4.0,2,1,,0,,3.0,36,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractHiveService.java,False,6,0,4,2,1,,,,1.0,0.0,0.0,18,18.0,7.0,18,0.0,0.0,2.0,16,,165,23,83,32.0,32,59,,39,62.0,33.0,30,2,,1,,0.0,71,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractJdbcTriggersTest.java,False,17,1,16,0,3,,,,1.0,2.0,5.0,11,9.0,2.0,11,5.0,1.0,0.0,5,,231,27,188,76.0,110,19,,123,151.0,72.0,91,8,,4,,0.0,10,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractJoinTaskDispatcher.java,False,26,1,21,4,5,,,,1.0,0.0,0.0,6,6.0,1.0,6,0.0,0.0,2.0,4,,187,14,130,52.0,68,43,,64,98.0,50.0,60,7,,5,,0.0,33,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractMapJoin.java,False,17,3,13,1,2,,,,1.0,4.0,0.0,6,2.0,8.0,6,0.0,3.0,2.0,1,,173,29,125,76.0,45,19,,65,76.0,53.0,28,2,,1,,0.0,15,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractMapJoinOperator.java,False,9,1,8,0,1,,,,1.0,0.0,1.0,7,7.0,5.0,7,0.0,0.0,3.0,4,,120,20,75,40.0,33,26,,42,54.0,33.0,25,3,,1,,0.0,35,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractMapJoinTableContainer.java,False,4,0,4,0,1,,,,1.0,1.0,2.0,4,3.0,1.0,4,0.0,0.0,3.0,1,,51,8,25,14.0,9,18,,14,19.0,13.0,7,1,,0,,0.0,72,2,92
3.1.3,33ea6b6beb0aa50c711941d16995cfcb7d801c83,AbstractMapOperator.java,False,7,0,6,1,2,,,,2.0,0.0,1.0,14,16.0,7.0,16,0.0,1.0,2.0,13,,179,30,100,50.0,43,49,,55,75.0,44.0,39,6,,2,,0.0,49,2,92
